trip_id,arrival_time,departure_time,stop_id,stop_sequence
1108397.09,07:40:00,07:40:30,3256546033,0
1108397.09,08:00:00,08:00:30,3256546036,1
1108397.09,08:20:00,08:20:30,3256546035,2
1108397.09,08:40:00,08:40:30,3256546034,3
1108397.09,09:00:00,09:00:30,3256546039,4
1108397.09,09:20:00,09:20:30,3256546037,5
1108397.09,09:40:00,09:40:30,3256546038,6
1108397.09,10:00:00,10:00:30,3256546040,7
1108397.010,08:00:00,08:00:30,3256546033,0
1108397.010,08:20:00,08:20:30,3256546036,1
1108397.010,08:40:00,08:40:30,3256546035,2
1108397.010,09:00:00,09:00:30,3256546034,3
1108397.010,09:20:00,09:20:30,3256546039,4
1108397.010,09:40:00,09:40:30,3256546037,5
1108397.010,10:00:00,10:00:30,3256546038,6
1108397.010,10:20:00,10:20:30,3256546040,7
1108397.011,08:20:00,08:20:30,3256546033,0
1108397.011,08:40:00,08:40:30,3256546036,1
1108397.011,09:00:00,09:00:30,3256546035,2
1108397.011,09:20:00,09:20:30,3256546034,3
1108397.011,09:40:00,09:40:30,3256546039,4
1108397.011,10:00:00,10:00:30,3256546037,5
1108397.011,10:20:00,10:20:30,3256546038,6
1108397.011,10:40:00,10:40:30,3256546040,7
1108397.012,08:40:00,08:40:30,3256546033,0
1108397.012,09:00:00,09:00:30,3256546036,1
1108397.012,09:20:00,09:20:30,3256546035,2
1108397.012,09:40:00,09:40:30,3256546034,3
1108397.012,10:00:00,10:00:30,3256546039,4
1108397.012,10:20:00,10:20:30,3256546037,5
1108397.012,10:40:00,10:40:30,3256546038,6
1108397.012,11:00:00,11:00:30,3256546040,7
1108397.013,09:00:00,09:00:30,3256546033,0
1108397.013,09:20:00,09:20:30,3256546036,1
1108397.013,09:40:00,09:40:30,3256546035,2
1108397.013,10:00:00,10:00:30,3256546034,3
1108397.013,10:20:00,10:20:30,3256546039,4
1108397.013,10:40:00,10:40:30,3256546037,5
1108397.013,11:00:00,11:00:30,3256546038,6
1108397.013,11:20:00,11:20:30,3256546040,7
1108397.014,09:20:00,09:20:30,3256546033,0
1108397.014,09:40:00,09:40:30,3256546036,1
1108397.014,10:00:00,10:00:30,3256546035,2
1108397.014,10:20:00,10:20:30,3256546034,3
1108397.014,10:40:00,10:40:30,3256546039,4
1108397.014,11:00:00,11:00:30,3256546037,5
1108397.014,11:20:00,11:20:30,3256546038,6
1108397.014,11:40:00,11:40:30,3256546040,7
1108397.015,09:40:00,09:40:30,3256546033,0
1108397.015,10:00:00,10:00:30,3256546036,1
1108397.015,10:20:00,10:20:30,3256546035,2
1108397.015,10:40:00,10:40:30,3256546034,3
1108397.015,11:00:00,11:00:30,3256546039,4
1108397.015,11:20:00,11:20:30,3256546037,5
1108397.015,11:40:00,11:40:30,3256546038,6
1108397.015,12:00:00,12:00:30,3256546040,7
1108397.016,10:00:00,10:00:30,3256546033,0
1108397.016,10:20:00,10:20:30,3256546036,1
1108397.016,10:40:00,10:40:30,3256546035,2
1108397.016,11:00:00,11:00:30,3256546034,3
1108397.016,11:20:00,11:20:30,3256546039,4
1108397.016,11:40:00,11:40:30,3256546037,5
1108397.016,12:00:00,12:00:30,3256546038,6
1108397.016,12:20:00,12:20:30,3256546040,7
1108397.017,10:20:00,10:20:30,3256546033,0
1108397.017,10:40:00,10:40:30,3256546036,1
1108397.017,11:00:00,11:00:30,3256546035,2
1108397.017,11:20:00,11:20:30,3256546034,3
1108397.017,11:40:00,11:40:30,3256546039,4
1108397.017,12:00:00,12:00:30,3256546037,5
1108397.017,12:20:00,12:20:30,3256546038,6
1108397.017,12:40:00,12:40:30,3256546040,7
1108397.018,10:40:00,10:40:30,3256546033,0
1108397.018,11:00:00,11:00:30,3256546036,1
1108397.018,11:20:00,11:20:30,3256546035,2
1108397.018,11:40:00,11:40:30,3256546034,3
1108397.018,12:00:00,12:00:30,3256546039,4
1108397.018,12:20:00,12:20:30,3256546037,5
1108397.018,12:40:00,12:40:30,3256546038,6
1108397.018,13:00:00,13:00:30,3256546040,7
1108397.019,11:00:00,11:00:30,3256546033,0
1108397.019,11:20:00,11:20:30,3256546036,1
1108397.019,11:40:00,11:40:30,3256546035,2
1108397.019,12:00:00,12:00:30,3256546034,3
1108397.019,12:20:00,12:20:30,3256546039,4
1108397.019,12:40:00,12:40:30,3256546037,5
1108397.019,13:00:00,13:00:30,3256546038,6
1108397.019,13:20:00,13:20:30,3256546040,7
1108397.020,11:20:00,11:20:30,3256546033,0
1108397.020,11:40:00,11:40:30,3256546036,1
1108397.020,12:00:00,12:00:30,3256546035,2
1108397.020,12:20:00,12:20:30,3256546034,3
1108397.020,12:40:00,12:40:30,3256546039,4
1108397.020,13:00:00,13:00:30,3256546037,5
1108397.020,13:20:00,13:20:30,3256546038,6
1108397.020,13:40:00,13:40:30,3256546040,7
1108397.021,11:40:00,11:40:30,3256546033,0
1108397.021,12:00:00,12:00:30,3256546036,1
1108397.021,12:20:00,12:20:30,3256546035,2
1108397.021,12:40:00,12:40:30,3256546034,3
1108397.021,13:00:00,13:00:30,3256546039,4
1108397.021,13:20:00,13:20:30,3256546037,5
1108397.021,13:40:00,13:40:30,3256546038,6
1108397.021,14:00:00,14:00:30,3256546040,7
1108397.022,12:00:00,12:00:30,3256546033,0
1108397.022,12:20:00,12:20:30,3256546036,1
1108397.022,12:40:00,12:40:30,3256546035,2
1108397.022,13:00:00,13:00:30,3256546034,3
1108397.022,13:20:00,13:20:30,3256546039,4
1108397.022,13:40:00,13:40:30,3256546037,5
1108397.022,14:00:00,14:00:30,3256546038,6
1108397.022,14:20:00,14:20:30,3256546040,7
1108397.023,12:20:00,12:20:30,3256546033,0
1108397.023,12:40:00,12:40:30,3256546036,1
1108397.023,13:00:00,13:00:30,3256546035,2
1108397.023,13:20:00,13:20:30,3256546034,3
1108397.023,13:40:00,13:40:30,3256546039,4
1108397.023,14:00:00,14:00:30,3256546037,5
1108397.023,14:20:00,14:20:30,3256546038,6
1108397.023,14:40:00,14:40:30,3256546040,7
1108397.024,12:40:00,12:40:30,3256546033,0
1108397.024,13:00:00,13:00:30,3256546036,1
1108397.024,13:20:00,13:20:30,3256546035,2
1108397.024,13:40:00,13:40:30,3256546034,3
1108397.024,14:00:00,14:00:30,3256546039,4
1108397.024,14:20:00,14:20:30,3256546037,5
1108397.024,14:40:00,14:40:30,3256546038,6
1108397.024,15:00:00,15:00:30,3256546040,7
1108397.025,13:00:00,13:00:30,3256546033,0
1108397.025,13:20:00,13:20:30,3256546036,1
1108397.025,13:40:00,13:40:30,3256546035,2
1108397.025,14:00:00,14:00:30,3256546034,3
1108397.025,14:20:00,14:20:30,3256546039,4
1108397.025,14:40:00,14:40:30,3256546037,5
1108397.025,15:00:00,15:00:30,3256546038,6
1108397.025,15:20:00,15:20:30,3256546040,7
1108397.026,13:20:00,13:20:30,3256546033,0
1108397.026,13:40:00,13:40:30,3256546036,1
1108397.026,14:00:00,14:00:30,3256546035,2
1108397.026,14:20:00,14:20:30,3256546034,3
1108397.026,14:40:00,14:40:30,3256546039,4
1108397.026,15:00:00,15:00:30,3256546037,5
1108397.026,15:20:00,15:20:30,3256546038,6
1108397.026,15:40:00,15:40:30,3256546040,7
1108397.027,13:40:00,13:40:30,3256546033,0
1108397.027,14:00:00,14:00:30,3256546036,1
1108397.027,14:20:00,14:20:30,3256546035,2
1108397.027,14:40:00,14:40:30,3256546034,3
1108397.027,15:00:00,15:00:30,3256546039,4
1108397.027,15:20:00,15:20:30,3256546037,5
1108397.027,15:40:00,15:40:30,3256546038,6
1108397.027,16:00:00,16:00:30,3256546040,7
1108397.028,14:00:00,14:00:30,3256546033,0
1108397.028,14:20:00,14:20:30,3256546036,1
1108397.028,14:40:00,14:40:30,3256546035,2
1108397.028,15:00:00,15:00:30,3256546034,3
1108397.028,15:20:00,15:20:30,3256546039,4
1108397.028,15:40:00,15:40:30,3256546037,5
1108397.028,16:00:00,16:00:30,3256546038,6
1108397.028,16:20:00,16:20:30,3256546040,7
1108397.029,14:20:00,14:20:30,3256546033,0
1108397.029,14:40:00,14:40:30,3256546036,1
1108397.029,15:00:00,15:00:30,3256546035,2
1108397.029,15:20:00,15:20:30,3256546034,3
1108397.029,15:40:00,15:40:30,3256546039,4
1108397.029,16:00:00,16:00:30,3256546037,5
1108397.029,16:20:00,16:20:30,3256546038,6
1108397.029,16:40:00,16:40:30,3256546040,7
1108397.030,14:40:00,14:40:30,3256546033,0
1108397.030,15:00:00,15:00:30,3256546036,1
1108397.030,15:20:00,15:20:30,3256546035,2
1108397.030,15:40:00,15:40:30,3256546034,3
1108397.030,16:00:00,16:00:30,3256546039,4
1108397.030,16:20:00,16:20:30,3256546037,5
1108397.030,16:40:00,16:40:30,3256546038,6
1108397.030,17:00:00,17:00:30,3256546040,7
1108397.031,15:00:00,15:00:30,3256546033,0
1108397.031,15:20:00,15:20:30,3256546036,1
1108397.031,15:40:00,15:40:30,3256546035,2
1108397.031,16:00:00,16:00:30,3256546034,3
1108397.031,16:20:00,16:20:30,3256546039,4
1108397.031,16:40:00,16:40:30,3256546037,5
1108397.031,17:00:00,17:00:30,3256546038,6
1108397.031,17:20:00,17:20:30,3256546040,7
1108397.032,15:20:00,15:20:30,3256546033,0
1108397.032,15:40:00,15:40:30,3256546036,1
1108397.032,16:00:00,16:00:30,3256546035,2
1108397.032,16:20:00,16:20:30,3256546034,3
1108397.032,16:40:00,16:40:30,3256546039,4
1108397.032,17:00:00,17:00:30,3256546037,5
1108397.032,17:20:00,17:20:30,3256546038,6
1108397.032,17:40:00,17:40:30,3256546040,7
1108397.033,15:40:00,15:40:30,3256546033,0
1108397.033,16:00:00,16:00:30,3256546036,1
1108397.033,16:20:00,16:20:30,3256546035,2
1108397.033,16:40:00,16:40:30,3256546034,3
1108397.033,17:00:00,17:00:30,3256546039,4
1108397.033,17:20:00,17:20:30,3256546037,5
1108397.033,17:40:00,17:40:30,3256546038,6
1108397.033,18:00:00,18:00:30,3256546040,7
1108397.034,16:00:00,16:00:30,3256546033,0
1108397.034,16:20:00,16:20:30,3256546036,1
1108397.034,16:40:00,16:40:30,3256546035,2
1108397.034,17:00:00,17:00:30,3256546034,3
1108397.034,17:20:00,17:20:30,3256546039,4
1108397.034,17:40:00,17:40:30,3256546037,5
1108397.034,18:00:00,18:00:30,3256546038,6
1108397.034,18:20:00,18:20:30,3256546040,7
1108397.035,16:20:00,16:20:30,3256546033,0
1108397.035,16:40:00,16:40:30,3256546036,1
1108397.035,17:00:00,17:00:30,3256546035,2
1108397.035,17:20:00,17:20:30,3256546034,3
1108397.035,17:40:00,17:40:30,3256546039,4
1108397.035,18:00:00,18:00:30,3256546037,5
1108397.035,18:20:00,18:20:30,3256546038,6
1108397.035,18:40:00,18:40:30,3256546040,7
1108397.036,16:40:00,16:40:30,3256546033,0
1108397.036,17:00:00,17:00:30,3256546036,1
1108397.036,17:20:00,17:20:30,3256546035,2
1108397.036,17:40:00,17:40:30,3256546034,3
1108397.036,18:00:00,18:00:30,3256546039,4
1108397.036,18:20:00,18:20:30,3256546037,5
1108397.036,18:40:00,18:40:30,3256546038,6
1108397.036,19:00:00,19:00:30,3256546040,7
1108397.037,17:00:00,17:00:30,3256546033,0
1108397.037,17:20:00,17:20:30,3256546036,1
1108397.037,17:40:00,17:40:30,3256546035,2
1108397.037,18:00:00,18:00:30,3256546034,3
1108397.037,18:20:00,18:20:30,3256546039,4
1108397.037,18:40:00,18:40:30,3256546037,5
1108397.037,19:00:00,19:00:30,3256546038,6
1108397.037,19:20:00,19:20:30,3256546040,7
1108397.038,17:20:00,17:20:30,3256546033,0
1108397.038,17:40:00,17:40:30,3256546036,1
1108397.038,18:00:00,18:00:30,3256546035,2
1108397.038,18:20:00,18:20:30,3256546034,3
1108397.038,18:40:00,18:40:30,3256546039,4
1108397.038,19:00:00,19:00:30,3256546037,5
1108397.038,19:20:00,19:20:30,3256546038,6
1108397.038,19:40:00,19:40:30,3256546040,7
1108397.039,17:40:00,17:40:30,3256546033,0
1108397.039,18:00:00,18:00:30,3256546036,1
1108397.039,18:20:00,18:20:30,3256546035,2
1108397.039,18:40:00,18:40:30,3256546034,3
1108397.039,19:00:00,19:00:30,3256546039,4
1108397.039,19:20:00,19:20:30,3256546037,5
1108397.039,19:40:00,19:40:30,3256546038,6
1108397.039,20:00:00,20:00:30,3256546040,7
1108397.040,18:00:00,18:00:30,3256546033,0
1108397.040,18:20:00,18:20:30,3256546036,1
1108397.040,18:40:00,18:40:30,3256546035,2
1108397.040,19:00:00,19:00:30,3256546034,3
1108397.040,19:20:00,19:20:30,3256546039,4
1108397.040,19:40:00,19:40:30,3256546037,5
1108397.040,20:00:00,20:00:30,3256546038,6
1108397.040,20:20:00,20:20:30,3256546040,7
1108397.041,18:20:00,18:20:30,3256546033,0
1108397.041,18:40:00,18:40:30,3256546036,1
1108397.041,19:00:00,19:00:30,3256546035,2
1108397.041,19:20:00,19:20:30,3256546034,3
1108397.041,19:40:00,19:40:30,3256546039,4
1108397.041,20:00:00,20:00:30,3256546037,5
1108397.041,20:20:00,20:20:30,3256546038,6
1108397.041,20:40:00,20:40:30,3256546040,7
1108397.042,18:40:00,18:40:30,3256546033,0
1108397.042,19:00:00,19:00:30,3256546036,1
1108397.042,19:20:00,19:20:30,3256546035,2
1108397.042,19:40:00,19:40:30,3256546034,3
1108397.042,20:00:00,20:00:30,3256546039,4
1108397.042,20:20:00,20:20:30,3256546037,5
1108397.042,20:40:00,20:40:30,3256546038,6
1108397.042,21:00:00,21:00:30,3256546040,7
1108397.043,19:00:00,19:00:30,3256546033,0
1108397.043,19:20:00,19:20:30,3256546036,1
1108397.043,19:40:00,19:40:30,3256546035,2
1108397.043,20:00:00,20:00:30,3256546034,3
1108397.043,20:20:00,20:20:30,3256546039,4
1108397.043,20:40:00,20:40:30,3256546037,5
1108397.043,21:00:00,21:00:30,3256546038,6
1108397.043,21:20:00,21:20:30,3256546040,7
1108397.044,19:20:00,19:20:30,3256546033,0
1108397.044,19:40:00,19:40:30,3256546036,1
1108397.044,20:00:00,20:00:30,3256546035,2
1108397.044,20:20:00,20:20:30,3256546034,3
1108397.044,20:40:00,20:40:30,3256546039,4
1108397.044,21:00:00,21:00:30,3256546037,5
1108397.044,21:20:00,21:20:30,3256546038,6
1108397.044,21:40:00,21:40:30,3256546040,7
1108397.045,19:40:00,19:40:30,3256546033,0
1108397.045,20:00:00,20:00:30,3256546036,1
1108397.045,20:20:00,20:20:30,3256546035,2
1108397.045,20:40:00,20:40:30,3256546034,3
1108397.045,21:00:00,21:00:30,3256546039,4
1108397.045,21:20:00,21:20:30,3256546037,5
1108397.045,21:40:00,21:40:30,3256546038,6
1108397.045,22:00:00,22:00:30,3256546040,7
1108397.046,20:00:00,20:00:30,3256546033,0
1108397.046,20:20:00,20:20:30,3256546036,1
1108397.046,20:40:00,20:40:30,3256546035,2
1108397.046,21:00:00,21:00:30,3256546034,3
1108397.046,21:20:00,21:20:30,3256546039,4
1108397.046,21:40:00,21:40:30,3256546037,5
1108397.046,22:00:00,22:00:30,3256546038,6
1108397.046,22:20:00,22:20:30,3256546040,7
1108397.047,20:20:00,20:20:30,3256546033,0
1108397.047,20:40:00,20:40:30,3256546036,1
1108397.047,21:00:00,21:00:30,3256546035,2
1108397.047,21:20:00,21:20:30,3256546034,3
1108397.047,21:40:00,21:40:30,3256546039,4
1108397.047,22:00:00,22:00:30,3256546037,5
1108397.047,22:20:00,22:20:30,3256546038,6
1108397.047,22:40:00,22:40:30,3256546040,7
1108397.048,20:40:00,20:40:30,3256546033,0
1108397.048,21:00:00,21:00:30,3256546036,1
1108397.048,21:20:00,21:20:30,3256546035,2
1108397.048,21:40:00,21:40:30,3256546034,3
1108397.048,22:00:00,22:00:30,3256546039,4
1108397.048,22:20:00,22:20:30,3256546037,5
1108397.048,22:40:00,22:40:30,3256546038,6
1108397.048,23:00:00,23:00:30,3256546040,7
1108397.049,21:00:00,21:00:30,3256546033,0
1108397.049,21:20:00,21:20:30,3256546036,1
1108397.049,21:40:00,21:40:30,3256546035,2
1108397.049,22:00:00,22:00:30,3256546034,3
1108397.049,22:20:00,22:20:30,3256546039,4
1108397.049,22:40:00,22:40:30,3256546037,5
1108397.049,23:00:00,23:00:30,3256546038,6
1108397.049,23:20:00,23:20:30,3256546040,7
1108397.050,21:20:00,21:20:30,3256546033,0
1108397.050,21:40:00,21:40:30,3256546036,1
1108397.050,22:00:00,22:00:30,3256546035,2
1108397.050,22:20:00,22:20:30,3256546034,3
1108397.050,22:40:00,22:40:30,3256546039,4
1108397.050,23:00:00,23:00:30,3256546037,5
1108397.050,23:20:00,23:20:30,3256546038,6
1108397.050,23:40:00,23:40:30,3256546040,7
1108397.051,21:40:00,21:40:30,3256546033,0
1108397.051,22:00:00,22:00:30,3256546036,1
1108397.051,22:20:00,22:20:30,3256546035,2
1108397.051,22:40:00,22:40:30,3256546034,3
1108397.051,23:00:00,23:00:30,3256546039,4
1108397.051,23:20:00,23:20:30,3256546037,5
1108397.051,23:40:00,23:40:30,3256546038,6
1108397.051,24:00:00,24:00:30,3256546040,7
1108397.052,22:00:00,22:00:30,3256546033,0
1108397.052,22:20:00,22:20:30,3256546036,1
1108397.052,22:40:00,22:40:30,3256546035,2
1108397.052,23:00:00,23:00:30,3256546034,3
1108397.052,23:20:00,23:20:30,3256546039,4
1108397.052,23:40:00,23:40:30,3256546037,5
1108397.052,24:00:00,24:00:30,3256546038,6
1108397.052,24:20:00,24:20:30,3256546040,7
1108397.053,22:20:00,22:20:30,3256546033,0
1108397.053,22:40:00,22:40:30,3256546036,1
1108397.053,23:00:00,23:00:30,3256546035,2
1108397.053,23:20:00,23:20:30,3256546034,3
1108397.053,23:40:00,23:40:30,3256546039,4
1108397.053,24:00:00,24:00:30,3256546037,5
1108397.053,24:20:00,24:20:30,3256546038,6
1108397.053,24:40:00,24:40:30,3256546040,7
1108397.054,22:40:00,22:40:30,3256546033,0
1108397.054,23:00:00,23:00:30,3256546036,1
1108397.054,23:20:00,23:20:30,3256546035,2
1108397.054,23:40:00,23:40:30,3256546034,3
1108397.054,24:00:00,24:00:30,3256546039,4
1108397.054,24:20:00,24:20:30,3256546037,5
1108397.054,24:40:00,24:40:30,3256546038,6
1108397.054,25:00:00,25:00:30,3256546040,7
1108397.11,05:00:00,05:00:30,3256546033,0
1108397.11,05:20:00,05:20:30,3256546036,1
1108397.11,05:40:00,05:40:30,3256546035,2
1108397.11,06:00:00,06:00:30,3256546034,3
1108397.11,06:20:00,06:20:30,3256546039,4
1108397.11,06:40:00,06:40:30,3256546037,5
1108397.11,07:00:00,07:00:30,3256546038,6
1108397.11,07:20:00,07:20:30,3256546040,7
1108397.12,05:20:00,05:20:30,3256546033,0
1108397.12,05:40:00,05:40:30,3256546036,1
1108397.12,06:00:00,06:00:30,3256546035,2
1108397.12,06:20:00,06:20:30,3256546034,3
1108397.12,06:40:00,06:40:30,3256546039,4
1108397.12,07:00:00,07:00:30,3256546037,5
1108397.12,07:20:00,07:20:30,3256546038,6
1108397.12,07:40:00,07:40:30,3256546040,7
1108397.13,05:40:00,05:40:30,3256546033,0
1108397.13,06:00:00,06:00:30,3256546036,1
1108397.13,06:20:00,06:20:30,3256546035,2
1108397.13,06:40:00,06:40:30,3256546034,3
1108397.13,07:00:00,07:00:30,3256546039,4
1108397.13,07:20:00,07:20:30,3256546037,5
1108397.13,07:40:00,07:40:30,3256546038,6
1108397.13,08:00:00,08:00:30,3256546040,7
1108397.14,06:00:00,06:00:30,3256546033,0
1108397.14,06:20:00,06:20:30,3256546036,1
1108397.14,06:40:00,06:40:30,3256546035,2
1108397.14,07:00:00,07:00:30,3256546034,3
1108397.14,07:20:00,07:20:30,3256546039,4
1108397.14,07:40:00,07:40:30,3256546037,5
1108397.14,08:00:00,08:00:30,3256546038,6
1108397.14,08:20:00,08:20:30,3256546040,7
1108397.15,06:20:00,06:20:30,3256546033,0
1108397.15,06:40:00,06:40:30,3256546036,1
1108397.15,07:00:00,07:00:30,3256546035,2
1108397.15,07:20:00,07:20:30,3256546034,3
1108397.15,07:40:00,07:40:30,3256546039,4
1108397.15,08:00:00,08:00:30,3256546037,5
1108397.15,08:20:00,08:20:30,3256546038,6
1108397.15,08:40:00,08:40:30,3256546040,7
1108397.16,06:40:00,06:40:30,3256546033,0
1108397.16,07:00:00,07:00:30,3256546036,1
1108397.16,07:20:00,07:20:30,3256546035,2
1108397.16,07:40:00,07:40:30,3256546034,3
1108397.16,08:00:00,08:00:30,3256546039,4
1108397.16,08:20:00,08:20:30,3256546037,5
1108397.16,08:40:00,08:40:30,3256546038,6
1108397.16,09:00:00,09:00:30,3256546040,7
1108397.17,07:00:00,07:00:30,3256546033,0
1108397.17,07:20:00,07:20:30,3256546036,1
1108397.17,07:40:00,07:40:30,3256546035,2
1108397.17,08:00:00,08:00:30,3256546034,3
1108397.17,08:20:00,08:20:30,3256546039,4
1108397.17,08:40:00,08:40:30,3256546037,5
1108397.17,09:00:00,09:00:30,3256546038,6
1108397.17,09:20:00,09:20:30,3256546040,7
1108397.18,07:20:00,07:20:30,3256546033,0
1108397.18,07:40:00,07:40:30,3256546036,1
1108397.18,08:00:00,08:00:30,3256546035,2
1108397.18,08:20:00,08:20:30,3256546034,3
1108397.18,08:40:00,08:40:30,3256546039,4
1108397.18,09:00:00,09:00:30,3256546037,5
1108397.18,09:20:00,09:20:30,3256546038,6
1108397.18,09:40:00,09:40:30,3256546040,7
1108397.19,07:40:00,07:40:30,3256546033,0
1108397.19,08:00:00,08:00:30,3256546036,1
1108397.19,08:20:00,08:20:30,3256546035,2
1108397.19,08:40:00,08:40:30,3256546034,3
1108397.19,09:00:00,09:00:30,3256546039,4
1108397.19,09:20:00,09:20:30,3256546037,5
1108397.19,09:40:00,09:40:30,3256546038,6
1108397.19,10:00:00,10:00:30,3256546040,7
1108397.110,08:00:00,08:00:30,3256546033,0
1108397.110,08:20:00,08:20:30,3256546036,1
1108397.110,08:40:00,08:40:30,3256546035,2
1108397.110,09:00:00,09:00:30,3256546034,3
1108397.110,09:20:00,09:20:30,3256546039,4
1108397.110,09:40:00,09:40:30,3256546037,5
1108397.110,10:00:00,10:00:30,3256546038,6
1108397.110,10:20:00,10:20:30,3256546040,7
1108397.111,08:20:00,08:20:30,3256546033,0
1108397.111,08:40:00,08:40:30,3256546036,1
1108397.111,09:00:00,09:00:30,3256546035,2
1108397.111,09:20:00,09:20:30,3256546034,3
1108397.111,09:40:00,09:40:30,3256546039,4
1108397.111,10:00:00,10:00:30,3256546037,5
1108397.111,10:20:00,10:20:30,3256546038,6
1108397.111,10:40:00,10:40:30,3256546040,7
1108397.112,08:40:00,08:40:30,3256546033,0
1108397.112,09:00:00,09:00:30,3256546036,1
1108397.112,09:20:00,09:20:30,3256546035,2
1108397.112,09:40:00,09:40:30,3256546034,3
1108397.112,10:00:00,10:00:30,3256546039,4
1108397.112,10:20:00,10:20:30,3256546037,5
1108397.112,10:40:00,10:40:30,3256546038,6
1108397.112,11:00:00,11:00:30,3256546040,7
1108397.113,09:00:00,09:00:30,3256546033,0
1108397.113,09:20:00,09:20:30,3256546036,1
1108397.113,09:40:00,09:40:30,3256546035,2
1108397.113,10:00:00,10:00:30,3256546034,3
1108397.113,10:20:00,10:20:30,3256546039,4
1108397.113,10:40:00,10:40:30,3256546037,5
1108397.113,11:00:00,11:00:30,3256546038,6
1108397.113,11:20:00,11:20:30,3256546040,7
1108397.114,09:20:00,09:20:30,3256546033,0
1108397.114,09:40:00,09:40:30,3256546036,1
1108397.114,10:00:00,10:00:30,3256546035,2
1108397.114,10:20:00,10:20:30,3256546034,3
1108397.114,10:40:00,10:40:30,3256546039,4
1108397.114,11:00:00,11:00:30,3256546037,5
1108397.114,11:20:00,11:20:30,3256546038,6
1108397.114,11:40:00,11:40:30,3256546040,7
1108397.115,09:40:00,09:40:30,3256546033,0
1108397.115,10:00:00,10:00:30,3256546036,1
1108397.115,10:20:00,10:20:30,3256546035,2
1108397.115,10:40:00,10:40:30,3256546034,3
1108397.115,11:00:00,11:00:30,3256546039,4
1108397.115,11:20:00,11:20:30,3256546037,5
1108397.115,11:40:00,11:40:30,3256546038,6
1108397.115,12:00:00,12:00:30,3256546040,7
1108397.116,10:00:00,10:00:30,3256546033,0
1108397.116,10:20:00,10:20:30,3256546036,1
1108397.116,10:40:00,10:40:30,3256546035,2
1108397.116,11:00:00,11:00:30,3256546034,3
1108397.116,11:20:00,11:20:30,3256546039,4
1108397.116,11:40:00,11:40:30,3256546037,5
1108397.116,12:00:00,12:00:30,3256546038,6
1108397.116,12:20:00,12:20:30,3256546040,7
1108397.117,10:20:00,10:20:30,3256546033,0
1108397.117,10:40:00,10:40:30,3256546036,1
1108397.117,11:00:00,11:00:30,3256546035,2
1108397.117,11:20:00,11:20:30,3256546034,3
1108397.117,11:40:00,11:40:30,3256546039,4
1108397.117,12:00:00,12:00:30,3256546037,5
1108397.117,12:20:00,12:20:30,3256546038,6
1108397.117,12:40:00,12:40:30,3256546040,7
1108397.118,10:40:00,10:40:30,3256546033,0
1108397.118,11:00:00,11:00:30,3256546036,1
1108397.118,11:20:00,11:20:30,3256546035,2
1108397.118,11:40:00,11:40:30,3256546034,3
1108397.118,12:00:00,12:00:30,3256546039,4
1108397.118,12:20:00,12:20:30,3256546037,5
1108397.118,12:40:00,12:40:30,3256546038,6
1108397.118,13:00:00,13:00:30,3256546040,7
1108397.119,11:00:00,11:00:30,3256546033,0
1108397.119,11:20:00,11:20:30,3256546036,1
1108397.119,11:40:00,11:40:30,3256546035,2
1108397.119,12:00:00,12:00:30,3256546034,3
1108397.119,12:20:00,12:20:30,3256546039,4
1108397.119,12:40:00,12:40:30,3256546037,5
1108397.119,13:00:00,13:00:30,3256546038,6
1108397.119,13:20:00,13:20:30,3256546040,7
1108397.120,11:20:00,11:20:30,3256546033,0
1108397.120,11:40:00,11:40:30,3256546036,1
1108397.120,12:00:00,12:00:30,3256546035,2
1108397.120,12:20:00,12:20:30,3256546034,3
1108397.120,12:40:00,12:40:30,3256546039,4
1108397.120,13:00:00,13:00:30,3256546037,5
1108397.120,13:20:00,13:20:30,3256546038,6
1108397.120,13:40:00,13:40:30,3256546040,7
1108397.121,11:40:00,11:40:30,3256546033,0
1108397.121,12:00:00,12:00:30,3256546036,1
1108397.121,12:20:00,12:20:30,3256546035,2
1108397.121,12:40:00,12:40:30,3256546034,3
1108397.121,13:00:00,13:00:30,3256546039,4
1108397.121,13:20:00,13:20:30,3256546037,5
1108397.121,13:40:00,13:40:30,3256546038,6
1108397.121,14:00:00,14:00:30,3256546040,7
1108397.122,12:00:00,12:00:30,3256546033,0
1108397.122,12:20:00,12:20:30,3256546036,1
1108397.122,12:40:00,12:40:30,3256546035,2
1108397.122,13:00:00,13:00:30,3256546034,3
1108397.122,13:20:00,13:20:30,3256546039,4
1108397.122,13:40:00,13:40:30,3256546037,5
1108397.122,14:00:00,14:00:30,3256546038,6
1108397.122,14:20:00,14:20:30,3256546040,7
1108397.123,12:20:00,12:20:30,3256546033,0
1108397.123,12:40:00,12:40:30,3256546036,1
1108397.123,13:00:00,13:00:30,3256546035,2
1108397.123,13:20:00,13:20:30,3256546034,3
1108397.123,13:40:00,13:40:30,3256546039,4
1108397.123,14:00:00,14:00:30,3256546037,5
1108397.123,14:20:00,14:20:30,3256546038,6
1108397.123,14:40:00,14:40:30,3256546040,7
1108397.124,12:40:00,12:40:30,3256546033,0
1108397.124,13:00:00,13:00:30,3256546036,1
1108397.124,13:20:00,13:20:30,3256546035,2
1108397.124,13:40:00,13:40:30,3256546034,3
1108397.124,14:00:00,14:00:30,3256546039,4
1108397.124,14:20:00,14:20:30,3256546037,5
